id,speed
172,45.253506
173,48.27352
174,44.701702
175,28.545979
176,23.146976
177,18.18698
178,19.448061
179,11.450209
180,44.130993
181,48.56507
182,49.402275
183,48.915394
184,39.623844
185,22.048332
186,18.532192
187,40.12929
188,33.93214
189,46.77369
190,42.75262
191,42.74585
192,39.982506
193,40.77172
194,37.880325
195,36.94614
196,37.74859
197,41.61329
198,37.454224
199,49.090363
200,47.979107
201,29.426708
202,25.457476
203,20.125547
204,19.183226
205,17.774227
206,38.379044
207,39.286774
208,47.470726
209,48.798683
210,45.911633
211,46.335094
212,27.932486
213,14.370505
214,22.447882
215,23.387136
216,17.532883
217,23.966734
218,43.937546
219,47.119377
220,47.009842
221,45.01926
222,27.970207
223,17.094114
224,11.343125
225,22.538933
226,43.456684
227,48.01536
228,18.408695
229,23.942299
230,19.208406
231,16.157377
232,40.608204
233,48.04326
234,47.973015
235,17.634165
236,22.237154
237,19.903229
238,22.824596
239,43.349968
240,36.04694
241,38.66086
242,49.925186
243,51.752068
244,50.119164
245,50.75652
246,26.249733
247,19.740704
248,21.15669
249,24.628227
250,20.24602
251,35.12413
252,43.408554
253,34.98105
254,35.92952
255,47.16046
256,46.769386
257,46.224293
258,42.617554
259,40.635834
260,40.656693
261,37.483242
262,38.5007
263,44.533512
264,35.445076
265,41.77816
266,48.341625
267,45.809834
268,18.750494
269,18.820425
270,19.973434
271,19.206242
272,18.881908
273,15.496423
274,43.346725
275,48.294727
276,49.245293
277,48.568024
278,29.114122
279,16.35651
280,18.354069
281,24.60601
282,23.581882
283,19.387848
284,13.9583645
285,14.117793
286,47.56259
287,48.49962
288,15.019387
289,18.992233
290,18.24368
291,12.372787
292,10.421414
293,22.353006
294,44.168255
295,49.74961
296,48.389866
297,34.199234
298,23.559963
299,30.110039
300,25.82393
301,22.360056
302,27.128479
303,45.754128
304,42.897778
305,48.529488
306,47.597668
307,48.11133
308,44.555317
309,32.73234
310,19.422754
311,12.109909
312,44.336403
313,34.70761
314,39.61086
315,48.253426
316,46.398678
317,40.2123
318,34.65722
319,35.313286
320,45.771416
321,48.071434
322,47.442627
323,47.02723
324,44.56441
325,42.449078
326,42.702396
327,43.61749
328,40.423996
329,38.015766
330,40.74079
331,45.4803
332,46.291977
333,38.91018
334,34.84859
335,45.812366
336,47.06029
337,46.265526
338,17.618078
339,20.699448
340,24.543335
341,25.052502
342,44.28557
343,43.03739
344,48.30869
345,47.51563
346,47.123177
347,19.895002
348,37.99082
349,49.065155
350,48.38616
351,47.95203
352,31.876736
353,17.074352
354,26.538883
355,20.095879
356,17.709887
357,24.892189
358,38.914318
359,45.561523
360,44.522934
361,49.011795
362,16.177586
363,27.099785
364,20.707539
365,17.113132
366,13.707458
367,25.95894
368,44.750828
369,48.69757
370,47.120308
371,47.43437
372,46.76957
373,19.05518
374,22.32168
375,12.160076
376,23.432089
377,33.945164
378,38.71697
379,47.712524
380,27.310793
381,20.720331
382,18.03274
383,34.27686
384,46.469604
385,46.56695
386,46.147026
387,41.93098
388,40.43878
389,38.919
390,38.822018
391,37.462593
392,47.334965
393,47.822063
394,46.347477
395,17.021748
396,20.257322
397,28.701979
398,25.463924
399,18.590843
400,13.856525
401,38.187187
402,38.04535
403,47.75312
404,46.926083
405,44.09679
406,30.627628
407,21.508266
408,23.263052
409,20.522856
410,19.938866
411,13.5850935
412,44.61882
413,38.133766
414,43.64225
415,48.101685
416,47.605877
417,47.333992
418,46.990265
419,31.970797
420,17.932554
421,11.970749
422,44.643944
423,39.59118
424,53.167656
425,53.874214
426,49.856323
427,32.739292
428,25.163006
429,42.97716
430,46.000168
431,46.70702
432,46.48051
433,43.725594
434,23.921053
435,29.4476
436,26.635841
437,23.45777
438,50.00263
439,50.603565
440,51.040928
441,40.737778
442,29.560862
443,30.283667
444,25.784176
445,38.775276
446,35.06174
447,38.640858
448,47.11777
449,46.2834
450,47.346226
451,47.646473
452,43.38733
453,40.647823
454,40.661003
455,40.526134
456,38.439762
457,45.5805
458,49.28688
459,49.30124
460,39.236496
461,27.069672
462,29.758928
463,27.213665
464,33.09857
465,39.66551
466,49.49338
467,50.32613
468,49.046093
469,46.749348
470,18.497622
471,23.818718
472,22.246092
473,19.643654
474,15.796565
475,27.129534
476,50.38008
477,48.006763
478,29.595762
479,22.218151
480,22.812836
481,21.11842
482,25.39925
483,49.52543
484,49.242886
485,48.954067
486,33.912994
487,30.21042
488,21.515745
489,13.413596
490,13.983555
491,36.743187
492,42.605457
493,49.975643
494,50.283115
495,49.56554
496,21.510172
497,27.963997
498,40.168636
499,52.131237
500,51.94192
501,52.757195
502,52.181225
503,51.364872
504,29.679813
505,29.192337
506,26.04394
507,24.821608
508,23.610283
509,45.161148
510,48.357258
511,48.632614
512,47.56697
513,47.184185
514,42.879326
515,43.431927
516,43.928482
517,43.815742
518,47.492912
519,47.119793
520,21.17631
521,26.260912
522,18.939157
523,17.739653
524,12.78825
525,43.354153
526,49.28419
527,50.128513
528,48.71547
529,32.451477
530,21.613987
531,23.850975
532,19.607046
533,15.329119
534,14.738207
535,46.366028
536,31.691525
537,20.753666
538,18.245836
539,19.3635
540,11.740024
541,11.5052185
542,44.20074
543,41.773087
544,47.954388
545,45.88174
546,16.166042
547,20.233143
548,20.940619
549,20.587181
550,14.438796
551,39.81431
552,42.505352
553,48.46174
554,47.88308
555,45.580868
556,28.924643
557,17.609823
558,22.086546
559,22.911446
560,18.499367
561,18.478191
562,19.26418
563,16.267828
564,14.010716
565,11.610035
566,44.9591
567,36.29785
568,39.109634
569,49.56541
570,48.79809
571,33.305546
572,42.89518
573,49.045452
574,48.863735
575,49.424824
576,48.547424
577,44.5065
578,39.372562
579,44.854828
580,47.44472
581,37.760147
582,48.83961
583,49.2124
584,18.34517
585,18.986473
586,26.783508
587,24.47223
588,21.143791
589,18.989904
590,21.177214
591,19.357576
592,44.06737
593,48.753098
594,49.489956
595,47.444706
596,45.835445
597,28.0755
598,22.841331
599,18.799774
600,12.595093
601,47.16006
602,47.4554
603,45.486343
604,15.34028
605,18.106804
606,38.25727
607,40.05593
608,46.947094
609,47.25485
610,46.20823
611,46.42134
612,44.41925
613,15.6138
614,20.564253
615,18.718433
616,17.239883
617,18.422358
618,11.270735
619,22.242708
620,40.74923
621,48.600964
622,47.871284
623,46.997562
624,44.49556
625,27.641644
626,17.372501
627,16.708572
628,18.206165
629,11.579031
630,21.231218
631,49.260864
632,47.793896
633,47.561443
634,40.068855
635,25.546665
636,21.38723
637,48.80792
638,49.05814
639,48.415085
640,40.508938
641,40.6266
642,41.372498
643,37.091156
644,36.420887
645,40.607857
646,38.253937
647,47.49982
648,48.02609
649,47.022373
650,45.03323
651,16.982706
652,18.085672
653,11.426111
654,23.028973
655,46.774334
656,48.068127
657,46.93807
658,46.51776
659,45.933205
660,43.589516
661,16.974344
662,23.920757
663,18.962921
664,18.32736
665,18.96612
666,18.738527
667,11.956015
668,44.091343
669,38.054146
670,43.195084
671,46.787018
672,44.605865
673,22.725225
674,18.508486
675,36.511044
676,49.357834
677,49.227943
678,47.713036
679,15.814711
680,23.986849
681,20.475573
682,21.892069
683,17.461016
684,45.487766
685,47.0003
686,46.581024
687,46.224545
688,44.498535
689,26.647385
690,15.949504
691,20.12339
692,16.211836
693,14.885912
694,48.696053
695,47.364044
696,39.957954
697,26.700272
698,24.997402
699,20.899023
700,18.033003
701,18.516928
702,40.581665
703,46.7795
704,48.919514
705,48.820175
706,48.349426
707,48.107582
708,41.25842
709,40.198048
710,39.650845
711,41.58021
712,41.313187
713,40.78811
714,36.952248
715,45.31265
716,37.35559
717,46.36534
718,46.226562
719,27.346218
720,16.138676
721,13.01955
722,11.008653
723,44.027252
724,42.533745
725,46.629925
726,45.857277
727,26.465614
728,18.184242
729,19.63406
730,12.433518
731,42.999683
732,44.974052
733,45.74482
734,43.048756
735,13.086248
736,15.540864
737,16.208313
738,15.578708
739,9.4850025
740,34.213314
741,43.07571
742,47.68804
743,48.575798
744,47.888336
745,27.857965
746,17.374601
747,22.41037
748,22.583874
749,19.030308
750,18.135653
751,15.853226
752,41.071198
753,48.165295
754,47.488453
755,46.24752
756,46.07145
757,16.657568
758,16.676966
759,16.304428
760,14.470291
761,10.515212
762,20.866392
763,44.193474
764,34.486713
765,37.98058
766,50.50894
767,49.01933
768,40.61857
769,22.712593
770,21.883198
771,19.459526
772,33.957096
773,48.40878
774,48.631042
775,48.38562
776,47.791824
777,47.793495
778,42.0522
779,39.33461
780,47.94333
781,48.334602
782,47.17262
783,16.412048
784,17.712358
785,19.152714
786,16.669628
787,20.09054
788,11.781837
789,23.703876
790,46.853886
791,47.7389
792,45.697517
793,46.80155
794,22.933912
795,21.998175
796,18.14608
797,11.808705
798,22.52907
799,45.37538
800,26.523869
801,14.223151
802,17.344826
803,15.981767
804,15.800055
805,10.590127
806,36.726673
807,43.93147
808,46.55679
809,46.32558
810,46.201866
811,46.1698
812,27.27874
813,14.476023
814,20.892984
815,21.079718
816,18.93747
817,43.446945
818,35.320652
819,51.14733
820,49.53486
821,31.219696
822,36.94247
823,27.48076
824,27.305304
825,27.389523
826,52.55277
827,51.92065
828,36.66443
829,30.100565
830,31.53912
831,26.598104
832,45.931355
833,41.079388
834,49.874737
835,50.24988
836,46.094105
837,38.75346
838,41.03779
839,40.029938
840,49.669174
841,49.416065
842,49.188744
843,39.546978
844,26.053408
845,22.198608
846,31.3295
847,41.498714
848,50.358685
849,51.177856
850,50.30691
851,19.353674
852,25.962769
853,21.345638
854,20.016657
855,22.55384
856,17.651884
857,41.976326
858,47.18253
859,50.21524
860,49.5943
861,48.355553
862,18.019749
863,24.104973
864,20.947233
865,18.859434
866,25.08262
867,47.48564
868,43.266685
869,51.05287
870,49.0292
871,31.777895
872,29.268988
873,22.21465
874,45.87168
875,45.826447
876,50.024315
877,48.773987
878,47.11662
879,19.075401
880,12.542289
881,11.588496
882,21.770842
883,45.246227
884,37.33879
885,49.157764
886,50.016216
887,49.049538
888,49.208515
889,47.777653
890,41.550404
891,24.90297
892,21.090427
893,19.713348
894,36.851055
895,49.547527
896,43.829945
897,39.997932
898,41.826595
899,38.081203
900,47.93975
901,47.913223
902,47.17865
903,29.136639
904,15.577869
905,16.843868
906,21.422812
907,19.35129
908,17.520405
909,14.463998
910,38.801052
911,44.396236
912,46.365456
913,46.756718
914,45.737732
915,23.838507
916,23.15818
917,16.828772
918,18.805458
919,13.425827
920,46.801155
921,47.205273
922,46.411434
923,14.022562
924,20.351892
925,21.955183
926,16.264149
927,18.563856
928,13.504535
929,9.986616
930,20.500349
931,36.98879
932,45.031223
933,47.33311
934,14.720502
935,16.90091
936,18.66412
937,16.143414
938,12.703791
939,22.950285
940,44.77819
941,48.15988
942,47.93671
943,47.075687
944,46.381134
945,28.138306
946,14.064961
947,23.017344
948,22.292326
949,17.04173
950,39.949863
951,48.850292
952,48.920925
953,47.0267
954,41.91492
955,24.037418
956,24.234997
957,19.25793
958,41.40694
959,36.18119
960,48.008472
961,49.767
962,49.364487
963,48.64539
964,44.624443
965,43.253918
966,43.500736
967,41.944214
968,42.437412
969,41.916016
970,38.26227
971,38.999393
972,47.04185
973,15.606045
974,16.939077
975,25.421988
976,19.086536
977,15.990273
978,19.349815
979,15.077439
980,11.699833
981,22.436092
982,44.268814
983,48.048683
984,48.369595
985,47.01402
986,24.518978
987,19.812885
988,17.975054
989,12.27045
990,35.95969
991,44.640472
992,48.54197
993,47.050797
994,46.874138
995,45.937973
996,29.308737
997,14.336205
998,16.717424
999,21.943497
1000,17.932407
1001,16.041697
1002,18.426714
1003,13.821492
1004,20.487434
1005,44.42814
1006,48.694782
1007,47.247673
1008,45.924187
1009,29.436106
1010,17.74967
1011,19.374992
1012,13.906304
1013,12.478727
1014,43.31808
1015,48.75049
1016,47.682114
1017,29.818518
1018,17.625097
1019,23.447184
1020,18.481901
1021,18.75347
1022,12.251954
1023,37.325455
1024,45.04755
1025,36.630802
1026,49.4385
1027,27.11025
1028,20.975683
1029,20.842358
1030,21.338894
1031,22.197645
1032,18.9543
1033,41.09003
1034,41.528477
1035,46.701084
1036,48.79062
1037,48.681156
1038,44.630215
1039,40.060783
1040,41.179623
1041,38.67515
1042,36.95973
1043,37.367355
1044,45.886036
1045,39.33223
1046,36.07587
1047,47.786312
1048,46.12144
1049,46.943176
1050,29.553812
1051,21.555733
1052,19.695389
1053,11.109808
1054,44.23458
1055,48.93034
1056,48.33421
1057,46.42451
1058,44.85722
1059,15.581654
1060,24.123625
1061,19.113214
1062,13.035154
1063,36.91862
1064,44.529316
1065,39.290604
1066,48.309483
1067,47.14305
1068,47.706112
1069,46.917713
1070,46.124905
1071,44.55283
1072,15.33739
1073,19.275288
1074,17.257484
1075,20.997309
1076,36.36508
1077,48.327072
1078,45.36541
1079,15.195189
1080,16.92532
1081,17.589378
1082,16.969534
1083,14.208241
1084,43.877136
1085,38.21997
1086,42.989174
1087,47.90359
1088,19.287664
1089,13.543799
1090,37.532204
1091,40.78652
1092,46.72556
1093,46.654476
1094,45.46712
1095,39.245
1096,24.70469
1097,22.750126
1098,17.142849
1099,18.54288
1100,17.132578
1101,30.784819
1102,39.94279
1103,38.63615
1104,33.80571
1105,33.237415
1106,47.371605
1107,47.172768
1108,43.934017
1109,37.62922
1110,41.348324
1111,38.898224
1112,35.10566
1113,43.09581
1114,44.619812
1115,48.67336
1116,47.372242
1117,46.549656
1118,22.453571
1119,23.792109
1120,39.371433
1121,40.485123
1122,43.422943
1123,50.13426
1124,46.849407
1125,28.221758
1126,28.58523
1127,27.611431
1128,31.66646
1129,40.816566
1130,46.39549
1131,47.869934
1132,47.728313
1133,45.948273
1134,29.153214
1135,18.300402
1136,20.137012
1137,17.574585
1138,19.097
1139,11.085899
1140,45.968372
1141,41.705437
1142,46.8369
1143,48.417793
1144,47.03663
1145,29.178492
1146,18.081884
1147,20.06091
1148,46.4754
1149,44.687866
1150,14.603344
1151,21.584515
1152,23.942522
1153,17.593075
1154,19.27941
1155,12.1887
1156,10.980832
1157,23.298532
1158,36.740738
1159,35.529575
1160,49.602753
1161,48.57186
1162,49.079144
1163,47.69737
1164,27.951635
1165,18.522114
1166,21.737179
1167,22.803017
1168,45.945053
1169,48.65446
1170,47.781837
1171,42.213936
1172,35.70178
1173,37.662693
1174,46.446735
1175,49.27749
1176,48.19995
1177,29.370708
1178,16.925976
1179,19.416632
1180,18.41459
1181,18.357637
1182,12.20617
1183,47.133522
1184,44.228733
1185,47.38964
1186,46.660416
1187,46.08193
1188,27.698214
1189,18.919237
1190,16.368996
1191,19.099674
1192,36.075752
1193,44.37239
1194,45.873646
1195,45.702503
1196,44.599697
1197,42.728184
1198,26.213865
1199,41.998936
1200,47.72933
1201,47.00879
1202,44.103085
1203,17.114676
1204,24.945978
1205,18.732895
1206,19.405857
1207,10.24197
1208,21.976221
1209,36.55825
1210,47.18559
1211,45.066563
1212,17.79826
1213,18.449305
1214,19.13967
1215,16.362114
1216,47.941154
1217,48.296356
1218,46.966583
1219,40.198036
1220,26.31525
1221,21.257496
1222,16.450659
1223,19.94155
1224,20.858984
1225,17.013247
1226,17.121367
1227,41.263435
1228,34.58127
1229,35.64521
1230,47.93434
1231,47.957314
1232,42.468956
1233,40.66623
1234,39.00917
1235,47.931973
1236,16.216557
1237,20.512825
1238,17.773582
1239,13.087257
1240,23.687809
1241,45.898273
1242,40.64645
1243,42.83651
1244,49.294178
1245,47.372578
1246,19.572193
1247,25.17191
1248,24.952663
1249,12.370337
1250,44.820442
1251,48.635536
1252,47.16068
1253,47.6113
1254,22.380188
1255,14.929344
1256,19.903507
1257,39.724144
1258,46.93631
1259,47.360386
1260,46.722973
1261,44.868725
1262,28.037851
1263,21.664135
1264,19.301247
1265,20.340973
1266,17.335316
1267,19.49241
1268,24.242853
1269,47.8605
1270,48.03032
1271,48.232296
1272,45.089344
1273,13.843107
1274,17.520008
1275,19.176191
1276,18.842655
1277,11.853583
1278,22.190506
1279,34.903652
1280,45.10439
1281,38.16451
1282,48.08653
1283,48.50959
1284,48.37139
1285,25.612597
1286,24.924583
1287,22.8389
1288,17.243723
1289,18.25833
1290,36.526382
1291,48.94602
1292,48.17693
1293,43.92964
1294,41.63988
1295,42.78077
1296,38.395702
1297,36.52805
1298,46.092754
1299,47.13202
1300,46.54118
1301,45.271004
1302,23.973593
1303,12.001729
1304,22.194435
1305,47.798615
1306,49.039795
1307,48.626205
1308,48.04442
1309,37.17535
1310,26.133938
1311,32.540226
1312,27.031008
1313,26.525425
1314,19.353271
1315,31.791645
1316,39.944717
1317,39.384327
1318,44.636597
1319,47.797863
1320,47.77467
1321,45.79612
1322,18.065037
1323,17.806532
1324,20.636694
1325,24.171087
1326,47.761497
1327,21.223043
1328,21.665493
1329,18.305595
1330,18.160643
1331,10.529386
1332,23.020954
1333,37.54024
1334,36.321304
1335,46.958508
1336,46.28866
1337,44.298347
1338,17.171173
1339,18.13014
1340,16.897175
1341,15.393028
1342,49.1819
1343,47.290676
1344,40.906902
1345,26.356998
1346,24.20607
1347,20.687729
1348,18.239513
1349,41.088123
1350,38.9639
1351,39.433495
1352,41.008167
1353,39.857906
1354,38.183342
1355,36.23752
1356,43.543697
1357,39.675915
1358,47.656204
1359,29.044397
1360,24.834362
1361,24.484367
1362,21.174158
1363,17.537489
1364,17.447659
1365,12.688544
1366,10.915539
1367,38.211582
1368,46.781197
1369,27.936274
1370,23.36535
1371,17.65233
1372,11.641468
1373,37.89999
1374,48.525158
1375,48.50667
1376,48.977383
1377,29.021267
1378,20.354454
1379,40.372044
1380,43.16655
1381,47.989185
1382,20.342264
1383,11.733509
1384,37.817204
1385,44.73121
1386,41.73142
1387,47.67658
1388,48.361885
1389,44.21512
1390,14.18575
1391,17.838213
1392,22.722864
1393,18.324284
1394,17.499247
1395,13.286296
1396,44.737617
1397,51.14576
1398,50.136883
1399,50.362328
1400,18.895245
1401,20.4796
1402,49.060738
1403,48.16178
1404,47.552135
1405,44.053555
1406,41.24993
1407,40.22105
1408,41.819183
1409,39.262596
1410,44.801487
1411,46.819305
1412,48.65705
1413,48.842075
1414,13.64483
1415,27.585358
1416,40.538307
1417,47.64593
1418,46.856625
1419,46.306286
1420,17.089031
1421,23.802837
1422,23.433863
1423,20.169363
1424,18.666103
1425,12.89714
1426,12.383154
1427,24.62706
1428,39.49833
1429,45.69622
1430,46.417465
1431,45.882187
1432,45.29914
1433,43.13442
1434,20.475454
1435,16.722282
1436,17.479565
1437,18.091223
1438,10.348076
1439,22.468018
1440,36.421738
1441,42.861588
1442,48.058
1443,47.747173
1444,44.858315
1445,26.896725
1446,16.567104
1447,44.934307
1448,47.00057
1449,44.797756
1450,27.80225
1451,13.104866
1452,15.088051
1453,16.93325
1454,11.121729
1455,36.02012
1456,38.29764
1457,48.13191
1458,47.37803
1459,45.465443
1460,23.314362
1461,18.916683
1462,16.919367
1463,34.56244
1464,45.85956
1465,47.869102
1466,47.533047
1467,46.69672
1468,42.15511
1469,40.598278
1470,40.303276
1471,38.46954
1472,47.092224
1473,46.428684
1474,14.21665
1475,17.977772
1476,17.556646
1477,10.589446
1478,37.935158
1479,39.89012
1480,47.309166
1481,46.478878
1482,45.93498
1483,25.664707
1484,23.42276
1485,22.227497
1486,18.846424
1487,16.620815
1488,11.939036
1489,11.4942045
1490,24.742416
1491,37.367245
1492,46.19843
1493,45.740685
1494,45.10097
1495,42.04607
1496,16.498463
1497,17.004934
1498,17.740274
1499,9.6924095
1500,21.403166
1501,35.470974
1502,43.13975
1503,49.097874
1504,47.813667
1505,45.091343
1506,14.909511
1507,17.208775
1508,20.305796
1509,19.609478
1510,17.37329
1511,13.338272
1512,11.821183
1513,39.244022
1514,44.843063
1515,37.994476
1516,43.715824
1517,21.355928
1518,10.810045
1519,35.617397
1520,36.383617
1521,45.38743
1522,45.30923
1523,23.898695
1524,20.984066
1525,17.40472
1526,18.13823
1527,16.566788
1528,38.860703
1529,33.45695
1530,44.67248
1531,46.806248
1532,37.168144
1533,36.794476
1534,44.29486
1535,43.83889
1536,36.148735
1537,50.699913
1538,50.190372
1539,50.198685
1540,49.762493
1541,47.049282
1542,27.63673
1543,26.1487
1544,28.276337
1545,26.709572
1546,27.311853
1547,40.970886
1548,47.614063
1549,48.081066
1550,46.515087
1551,44.039196
1552,26.382545
1553,21.900614
1554,18.361692
1555,16.920662
1556,11.99105
1557,23.796932
1558,35.86497
1559,46.40703
1560,46.86002
1561,45.92629
1562,45.222248
1563,13.335819
1564,21.211372
1565,10.627525
1566,10.470265
1567,22.843475
1568,42.378414
1569,47.358276
1570,21.930376
1571,22.596775
1572,18.078175
1573,17.12374
1574,11.448866
1575,23.425016
1576,44.33572
1577,40.293148
1578,46.018032
1579,45.833965
1580,44.953266
1581,42.172028
1582,26.426077
1583,20.004372
1584,15.920832
1585,9.347129
1586,35.199383
1587,42.43534
1588,33.657406
1589,35.758743
1590,46.078316
1591,46.46819
1592,45.54675
1593,38.091583
1594,23.93239
1595,23.622114
1596,16.891836
1597,32.232014
1598,40.63622
1599,33.855297
1600,45.90677
1601,46.61282
1602,45.717697
1603,45.218727
1604,41.673927
1605,38.333733
1606,39.654358
1607,36.758694
1608,36.12308
1609,48.30899
1610,47.908142
1611,48.06811
1612,46.783695
1613,18.70326
1614,18.264845
1615,18.699844
1616,17.37627
1617,37.97902
1618,42.771675
1619,46.733006
1620,47.596943
1621,45.82747
1622,47.148624
1623,45.687313
1624,43.438953
1625,26.024538
1626,15.880992
1627,22.216068
1628,21.436413
1629,15.51122
1630,11.214595
1631,46.977303
1632,47.769367
1633,46.2802
1634,46.964287
1635,45.760204
1636,43.220448
1637,15.399687
1638,21.455074
1639,22.12924
1640,16.819456
1641,10.652214
1642,23.682482
1643,37.252037
1644,42.59679
1645,46.748863
1646,47.667805
1647,46.03154
1648,21.297377
1649,17.762625
1650,19.232578
1651,17.700348
1652,10.521666
1653,24.530386
1654,38.159058
1655,36.4088
1656,48.010384
1657,45.15155
1658,17.089294
1659,21.346321
1660,22.410896
1661,15.052614
1662,18.997932
1663,17.803387
1664,16.362118
1665,35.286743
1666,45.276733
1667,38.387875
1668,24.718878
1669,22.558138
1670,24.25465
1671,19.41118
1672,38.283295
1673,32.741806
1674,32.1146
1675,44.93854
1676,46.570366
1677,46.62664
1678,46.6371
1679,43.862278
1680,45.528828
1681,48.22255
1682,48.837246
1683,48.84537
1684,37.749847
1685,30.245317
1686,32.530495
1687,26.606943
1688,28.04596
1689,26.616919
1690,23.285215
1691,31.207731
1692,43.048306
1693,40.226673
1694,48.688107
1695,47.730114
1696,45.983986
1697,16.934282
1698,22.256634
1699,22.774094
1700,44.46801
1701,46.368015
1702,31.356567
1703,15.907073
1704,16.108246
1705,19.955252
1706,20.703362
1707,12.311546
1708,24.950272
1709,40.283363
1710,42.964584
1711,47.858765
1712,46.898994
1713,44.235477
1714,24.51701
1715,21.405416
1716,20.315023
1717,14.8993845
1718,43.381252
1719,40.2167
1720,46.67231
1721,46.12477
1722,43.230633
1723,30.11116
1724,22.0037
1725,20.51486
1726,36.760597
1727,42.50013
1728,47.817528
1729,40.18524
1730,23.711563
1731,20.765188
1732,41.775723
1733,47.988964
1734,47.966747
1735,46.96578
1736,44.562023
1737,39.648403
1738,38.67483
1739,40.49554
1740,38.53557
1741,41.228477
1742,36.324547
1743,45.864998
1744,38.060684
1745,45.42732
1746,14.289818
1747,18.614546
1748,22.148396
1749,37.86978
1750,37.801872
1751,47.913704
1752,48.901608
1753,15.827988
1754,24.333286
1755,19.35049
1756,17.108599
1757,38.75272
1758,47.55472
1759,46.826523
1760,47.09845
1761,46.941254
1762,44.379486
1763,14.830862
1764,17.2181
1765,19.635069
1766,22.827164
1767,48.788372
1768,47.720524
1769,46.727333
1770,25.277596
1771,19.685959
1772,14.969821
1773,48.250607
1774,46.490173
1775,46.446545
1776,46.442062
1777,45.73513
1778,13.321361
1779,17.746096
1780,18.698563
1781,16.272915
1782,20.339178
1783,36.497692
1784,43.44879
1785,47.539837
1786,41.50835
1787,26.59848
1788,21.083609
1789,16.463684
1790,17.635712
1791,24.404736
1792,20.190275
1793,18.026255
1794,41.069218
1795,38.915882
1796,33.972595
1797,45.809345
1798,47.70407
1799,47.846943
1800,46.645786
1801,43.638283
1802,42.31227
1803,41.00628
1804,39.68204
1805,41.56811
1806,36.022022
1807,43.567493
1808,45.554794
1809,47.92548
1810,47.952175
1811,47.14633
1812,47.992878
1813,44.793552
1814,15.962171
1815,21.967133
1816,19.926165
1817,16.947218
1818,24.547297
1819,39.343407
1820,43.185455
1821,47.198418
1822,46.34019
1823,15.804017
1824,15.2124
1825,24.314194
1826,19.392761
1827,21.023027
1828,24.680498
1829,44.165535
1830,38.89914
1831,48.8936
1832,47.370186
1833,44.436985
1834,31.29586
1835,16.15979
1836,21.911903
1837,23.799051
1838,19.526154
1839,16.981869
1840,19.88975
1841,38.125896
1842,40.173447
1843,44.416744
1844,22.706272
1845,19.454489
1846,19.6345
1847,11.908843
1848,40.550804
1849,47.657337
1850,47.463707
1851,44.719345
1852,23.41335
1853,22.31529
1854,19.315897
1855,18.802599
1856,18.297646
1857,37.929485
1858,35.711235
1859,48.930946
1860,47.828907
1861,24.064198
1862,24.77235
1863,21.204779
1864,19.461184
1865,48.123333
1866,47.62407
1867,46.07704
1868,44.214725
1869,42.258274
1870,37.6752
1871,38.19754
1872,43.2459
